CustomerID,Recency,Frequency,Monetary,AvgBasketValue,CategoryDiversity,TotalItems,Cluster,SegmentName,IsOutlier
13276,64,2,590.9300000000001,295.465,30,161,1,At risk / Lapsed,False
13277,16,4,258.4,64.6,5,176,0,Recent / Promising,False
13278,41,1,542.73,542.73,46,537,0,Recent / Promising,False
13279,78,1,137.75,137.75,9,73,1,At risk / Lapsed,False
13280,122,3,814.86,271.62,67,522,2,Loyal / Core,False
13282,18,3,1132.14,377.38000000000005,29,307,2,Loyal / Core,False
13283,60,2,93.66,46.83,7,90,1,At risk / Lapsed,False
13284,331,1,201.19,201.19,13,91,1,At risk / Lapsed,False
13285,23,4,2709.12,677.2800000000001,157,2051,2,Loyal / Core,False
13291,156,1,361.11,361.11,41,233,1,At risk / Lapsed,False
13292,39,2,578.9399999999999,289.46999999999997,29,347,0,Recent / Promising,False
13294,190,2,873.74,436.87,48,453,1,At risk / Lapsed,False
13295,360,1,201.20000000000002,201.2,10,82,1,At risk / Lapsed,False
13296,137,1,87.4,87.4,5,78,1,At risk / Lapsed,False
13297,8,4,2089.85,522.4625,52,963,2,Loyal / Core,False
13298,1,1,360.0,360.0,2,96,0,Recent / Promising,True
13299,268,1,142.5,142.5,5,30,1,At risk / Lapsed,False
13300,169,1,371.89,371.89,20,203,1,At risk / Lapsed,False
13301,104,4,600.19,150.0475,74,343,2,Loyal / Core,False
13302,155,1,63.75,63.75,1,5,1,At risk / Lapsed,False
13304,351,1,300.42,300.41999999999996,21,238,1,At risk / Lapsed,False
13305,4,10,2000.86,200.08599999999996,50,1232,3,Champions / VIP,False
13307,120,1,15.0,15.0,1,4,1,At risk / Lapsed,True
13308,23,3,1385.51,461.83666666666664,49,843,2,Loyal / Core,False
13309,7,5,1456.79,291.358,82,1544,3,Champions / VIP,False
13310,28,3,1132.03,377.3433333333334,65,587,2,Loyal / Core,False
13311,4,2,598.57,299.285,25,305,0,Recent / Promising,False
13313,22,5,1555.32,311.06399999999996,47,851,2,Loyal / Core,False
13314,2,3,775.94,258.6466666666667,55,560,0,Recent / Promising,False
13316,37,4,5977.7300000000005,1494.4325000000001,66,6948,2,Loyal / Core,False
13317,66,6,2273.68,378.9466666666667,100,1035,2,Loyal / Core,False
13318,1,3,640.76,213.5866666666667,14,304,0,Recent / Promising,False
13319,5,26,10845.550000000001,417.1365384615384,209,4724,3,Champions / VIP,True
13320,78,4,1548.7,387.17499999999995,77,1096,2,Loyal / Core,False
13321,72,2,567.36,283.68,10,372,1,At risk / Lapsed,False
13322,17,1,199.48000000000002,199.48,25,117,0,Recent / Promising,False
13323,3,5,787.85,157.57,6,175,0,Recent / Promising,False
13324,36,10,7121.95,712.1949999999999,25,5205,3,Champions / VIP,False
13325,82,1,675.3,675.3,12,240,1,At risk / Lapsed,False
13327,39,8,3627.77,453.47125,74,1600,2,Loyal / Core,False
13328,316,1,1308.48,1308.48,17,680,1,At risk / Lapsed,False
13329,32,2,789.0,394.5,16,463,0,Recent / Promising,False
13330,93,3,1140.93,380.31,37,751,2,Loyal / Core,False
13332,14,1,350.9,350.9,21,179,0,Recent / Promising,False
13334,82,3,3536.82,1178.9400000000003,207,1774,2,Loyal / Core,False
13336,77,1,795.12,795.1200000000001,51,559,1,At risk / Lapsed,False
13338,158,1,487.02,487.02000000000004,19,256,1,At risk / Lapsed,False
13339,201,1,860.12,860.12,54,326,1,At risk / Lapsed,False
13340,45,7,10736.48,1533.782857142857,128,5770,3,Champions / VIP,False
13341,261,1,775.85,775.8499999999999,42,301,1,At risk / Lapsed,False
13343,178,1,353.43,353.43,19,135,1,At risk / Lapsed,False
13344,68,3,2543.72,847.9066666666669,115,971,2,Loyal / Core,False
13345,288,1,389.5,389.5,20,141,1,At risk / Lapsed,False
13347,70,1,341.36,341.36,8,205,1,At risk / Lapsed,False
13348,64,1,233.76,233.76,14,136,1,At risk / Lapsed,False
13349,11,1,247.32,247.32,16,225,0,Recent / Promising,False
13350,16,2,979.12,489.56,36,287,0,Recent / Promising,False
13351,66,1,373.94,373.94,16,117,1,At risk / Lapsed,False
13352,60,1,397.97999999999996,397.97999999999996,24,321,1,At risk / Lapsed,False
13354,71,1,743.53,743.5300000000001,51,604,1,At risk / Lapsed,False
13355,122,1,674.7,674.7,32,314,1,At risk / Lapsed,False
13356,80,1,768.24,768.2400000000001,42,325,1,At risk / Lapsed,False
13357,257,1,609.95,609.95,85,322,1,At risk / Lapsed,False
13358,269,1,439.03,439.03000000000003,29,285,1,At risk / Lapsed,False
13359,64,1,439.56,439.55999999999995,23,161,1,At risk / Lapsed,False
13362,9,4,3090.7400000000002,772.6850000000001,128,1382,3,Champions / VIP,False
13363,18,2,992.5,496.25,47,710,0,Recent / Promising,False
13364,71,1,134.95999999999998,134.96,10,71,1,At risk / Lapsed,False
13365,34,2,2225.37,1112.685,122,1247,2,Loyal / Core,False
13366,50,1,56.160000000000004,56.160000000000004,1,144,1,At risk / Lapsed,False
13368,257,2,623.4,311.7,29,327,1,At risk / Lapsed,False
13369,366,1,308.28000000000003,308.28,14,149,1,At risk / Lapsed,False
13370,372,1,754.87,754.8700000000001,39,343,1,At risk / Lapsed,False
13372,90,1,378.64,378.63999999999993,23,159,1,At risk / Lapsed,False
13373,61,3,3312.25,1104.0833333333335,135,1651,2,Loyal / Core,False
13375,89,1,778.65,778.65,37,442,1,At risk / Lapsed,False
13376,99,3,1019.76,339.92,45,493,2,Loyal / Core,False
13379,26,3,572.56,190.85333333333332,85,601,0,Recent / Promising,False
13381,32,6,3639.31,606.5516666666666,77,2029,2,Loyal / Core,False
13382,281,1,222.99,222.99,15,131,1,At risk / Lapsed,False
13384,31,7,4151.93,593.1328571428572,123,2422,2,Loyal / Core,False
13385,330,1,534.57,534.5699999999999,35,281,1,At risk / Lapsed,False
13388,131,2,677.1,338.55,35,282,1,At risk / Lapsed,False
13389,11,3,797.96,265.9866666666666,50,429,0,Recent / Promising,False
13390,75,1,544.08,544.08,13,224,1,At risk / Lapsed,False
13391,204,1,59.8,59.8,1,4,1,At risk / Lapsed,False
13394,2,8,2520.02,315.00250000000005,124,2392,3,Champions / VIP,False
13395,185,1,307.72,307.71999999999997,21,336,1,At risk / Lapsed,False
13396,29,2,1360.99,680.495,42,600,2,Loyal / Core,False
13397,73,5,1544.13,308.82599999999996,28,430,2,Loyal / Core,False
13398,192,1,457.34,457.34000000000003,26,281,1,At risk / Lapsed,False
13402,127,2,621.23,310.6150000000001,32,479,1,At risk / Lapsed,False
13403,18,1,75.0,75.0,3,44,0,Recent / Promising,False
13404,1,2,252.49,126.245,11,111,0,Recent / Promising,False
13405,204,2,557.45,278.72499999999997,24,163,1,At risk / Lapsed,False
13408,2,62,28117.04,453.5006451612903,234,16232,3,Champions / VIP,True
13410,24,5,1003.06,200.61200000000002,15,518,2,Loyal / Core,False
13411,107,1,213.55,213.55,17,72,1,At risk / Lapsed,False
13414,134,3,1390.5,463.5,23,1574,2,Loyal / Core,False
13416,44,2,712.5,356.25,11,142,0,Recent / Promising,False
13417,5,2,640.83,320.415,26,162,0,Recent / Promising,False
13418,12,18,6127.43,340.4127777777778,223,3918,3,Champions / VIP,False
13419,64,1,221.06,221.06,16,275,1,At risk / Lapsed,False
13420,150,2,159.85,79.925,8,101,1,At risk / Lapsed,False
13421,40,2,1840.58,920.2899999999998,87,1156,2,Loyal / Core,False
13422,64,1,2626.3,2626.3,127,1326,2,Loyal / Core,False
13425,108,3,1624.21,541.4033333333334,66,1123,2,Loyal / Core,False
13426,1,10,3641.32,364.13199999999995,103,2245,3,Champions / VIP,False
13427,19,3,582.6,194.20000000000002,25,545,0,Recent / Promising,False
13428,10,1,218.47,218.46999999999997,70,156,0,Recent / Promising,False
13429,11,4,1006.8,251.69999999999996,55,1390,0,Recent / Promising,False
13430,19,2,679.45,339.72499999999997,48,751,0,Recent / Promising,False
13431,67,2,1269.1,634.55,44,672,2,Loyal / Core,False
13434,74,2,534.24,267.12,9,300,1,At risk / Lapsed,False
13435,5,7,3809.8900000000003,544.27,68,2129,3,Champions / VIP,False
13436,2,1,196.89,196.88999999999996,12,76,0,Recent / Promising,False
13437,14,7,3408.06,486.8657142857143,143,1283,3,Champions / VIP,False
13439,255,1,283.71,283.71,54,242,1,At risk / Lapsed,False
13441,92,1,296.64,296.64000000000004,13,204,1,At risk / Lapsed,False
13447,23,3,1129.14,376.3800000000001,55,584,2,Loyal / Core,False
13448,17,6,3539.37,589.8950000000001,137,1660,3,Champions / VIP,False
13449,24,1,291.88,291.88000000000005,19,222,0,Recent / Promising,False
13450,27,6,2043.7199999999998,340.62,32,1982,2,Loyal / Core,False
13451,26,5,2976.15,595.23,315,2149,2,Loyal / Core,False
13452,259,2,590.0,295.0,1,2,1,At risk / Lapsed,False
13453,166,2,356.97999999999996,178.48999999999998,16,134,1,At risk / Lapsed,False
13455,25,2,1058.34,529.1700000000001,42,354,0,Recent / Promising,False
13456,18,6,1766.72,294.4533333333333,43,765,2,Loyal / Core,False
13458,7,14,9646.57,689.0407142857142,242,5508,3,Champions / VIP,False
13460,29,2,183.44,91.72,16,286,0,Recent / Promising,False
13461,39,3,1445.0,481.66666666666674,14,1170,2,Loyal / Core,False
13462,253,1,151.5,151.5,9,62,1,At risk / Lapsed,False
13464,58,1,674.68,674.6800000000001,41,403,1,At risk / Lapsed,False
13466,184,1,307.9,307.90000000000003,17,259,1,At risk / Lapsed,False
13467,11,2,1083.71,541.855,89,584,0,Recent / Promising,False
13468,2,37,5704.97,154.18837837837836,184,2589,3,Champions / VIP,True
13470,99,2,165.0,82.5,7,100,1,At risk / Lapsed,False
13471,1,4,2531.58,632.895,214,1590,3,Champions / VIP,False
13473,61,2,422.64,211.32000000000002,21,266,1,At risk / Lapsed,False
13474,236,1,229.59,229.59,59,132,1,At risk / Lapsed,False
13475,191,4,1431.78,357.94500000000005,64,1012,2,Loyal / Core,False
13476,179,2,1238.47,619.235,56,417,2,Loyal / Core,False
13477,38,6,1454.58,242.43000000000004,57,1021,2,Loyal / Core,False
13479,201,2,300.95,150.475,14,134,1,At risk / Lapsed,False
13481,46,5,1804.56,360.91200000000003,98,1142,2,Loyal / Core,False
13482,232,1,184.64,184.64,11,116,1,At risk / Lapsed,False
13483,66,1,140.34,140.34,10,160,1,At risk / Lapsed,False
13484,241,1,313.8,313.8,8,44,1,At risk / Lapsed,False
13485,233,1,454.24,454.24,23,277,1,At risk / Lapsed,False
13486,78,3,1122.41,374.1366666666666,69,669,2,Loyal / Core,False
13487,58,3,575.4,191.80000000000004,26,265,2,Loyal / Core,False
13488,17,13,8968.31,689.87,271,4518,3,Champions / VIP,False
13489,105,4,449.52,112.38,11,560,2,Loyal / Core,False
13491,52,10,1215.82,121.58199999999997,73,903,2,Loyal / Core,False
13492,136,3,1269.84,423.28,38,408,2,Loyal / Core,False
13493,275,2,498.63,249.315,5,377,1,At risk / Lapsed,False
13494,312,1,316.26000000000005,316.26000000000005,18,162,1,At risk / Lapsed,False
13495,8,5,2044.8700000000001,408.974,34,829,3,Champions / VIP,False
13496,11,2,653.33,326.66499999999996,28,341,0,Recent / Promising,False
13497,283,2,348.05,174.02499999999998,19,163,1,At risk / Lapsed,False
13499,18,5,1159.11,231.82199999999997,31,1365,2,Loyal / Core,False
13500,23,3,1166.77,388.92333333333335,60,609,2,Loyal / Core,False
13501,288,1,1340.32,1340.32,52,560,1,At risk / Lapsed,False
13502,17,3,292.0,97.33333333333331,17,264,0,Recent / Promising,False
13503,71,1,216.85,216.85000000000002,17,248,1,At risk / Lapsed,False
13504,64,1,295.93,295.93000000000006,22,178,1,At risk / Lapsed,False
13505,73,4,3633.63,908.4075,181,2467,2,Loyal / Core,False
13506,316,2,458.52,229.26,26,324,1,At risk / Lapsed,False
13507,3,4,2479.16,619.79,146,1597,3,Champions / VIP,False
13508,244,1,110.97,110.97000000000003,12,24,1,At risk / Lapsed,False
13509,9,6,964.72,160.78666666666666,26,1105,2,Loyal / Core,False
13510,1,4,1791.56,447.89,86,1386,3,Champions / VIP,False
13512,261,1,251.21,251.20999999999998,15,143,1,At risk / Lapsed,False
13513,127,1,205.1,205.09999999999997,10,109,1,At risk / Lapsed,False
13514,74,1,152.20000000000002,152.20000000000002,4,40,1,At risk / Lapsed,False
13515,73,4,891.12,222.78,50,681,2,Loyal / Core,False
13516,21,3,1389.41,463.13666666666677,43,985,2,Loyal / Core,False
13517,60,3,2128.42,709.4733333333334,125,1369,2,Loyal / Core,False
13518,86,1,659.4399999999999,659.4399999999998,36,392,1,At risk / Lapsed,False
13519,78,1,122.75,122.75,8,23,1,At risk / Lapsed,False
13520,59,6,2984.35,497.3916666666666,48,1633,2,Loyal / Core,False
13521,1,3,1092.39,364.12999999999994,312,733,0,Recent / Promising,False
13522,30,1,125.80000000000001,125.80000000000001,5,44,0,Recent / Promising,False
13523,33,5,3964.88,792.976,157,1752,2,Loyal / Core,False
13524,41,5,680.1800000000001,136.036,17,324,2,Loyal / Core,False
13525,15,2,628.78,314.39,5,394,0,Recent / Promising,False
13527,34,7,2287.51,326.7871428571429,153,1692,2,Loyal / Core,False
13529,79,2,307.76,153.88,15,74,1,At risk / Lapsed,False
13531,205,2,483.8,241.90000000000003,17,174,1,At risk / Lapsed,False
13532,34,1,210.31,210.30999999999995,66,129,0,Recent / Promising,False
13533,183,3,270.79,90.26333333333334,61,204,1,At risk / Lapsed,False
13534,2,25,5870.08,234.8032,119,2961,3,Champions / VIP,False
13536,1,7,3448.29,492.61285714285714,91,2136,3,Champions / VIP,False
13538,43,7,1280.85,182.97857142857146,10,175,2,Loyal / Core,False
13539,86,3,631.34,210.4466666666667,35,320,2,Loyal / Core,False
13544,40,2,291.41,145.70499999999998,76,127,0,Recent / Promising,False
13546,12,3,626.99,208.99666666666667,72,359,0,Recent / Promising,False
13548,96,2,682.41,341.20500000000004,114,441,1,At risk / Lapsed,False
13549,26,7,918.2,131.17142857142855,37,458,2,Loyal / Core,False
13551,319,1,91.80000000000001,91.80000000000001,4,12,1,At risk / Lapsed,False
13552,66,12,3740.07,311.67249999999996,82,1417,3,Champions / VIP,False
13555,74,4,4149.28,1037.3200000000002,128,2660,2,Loyal / Core,False
13557,28,2,584.06,292.03,31,546,0,Recent / Promising,False
13558,6,4,605.06,151.265,123,344,0,Recent / Promising,False
13560,7,1,174.37,174.36999999999998,32,64,0,Recent / Promising,False
13561,216,1,141.85999999999999,141.86,14,83,1,At risk / Lapsed,False
13562,82,3,1799.33,599.7766666666666,50,757,2,Loyal / Core,False
13563,84,2,777.53,388.765,49,209,2,Loyal / Core,False
13564,354,2,1198.38,599.1900000000002,67,660,1,At risk / Lapsed,False
13565,19,2,240.22,120.11,35,172,0,Recent / Promising,False
13566,41,2,874.71,437.355,134,575,2,Loyal / Core,False
13568,173,1,192.85,192.85,41,70,1,At risk / Lapsed,False
13569,17,2,372.25,186.12499999999997,72,163,0,Recent / Promising,False
13570,243,1,239.49,239.49000000000004,27,161,1,At risk / Lapsed,False
13571,13,12,2092.32,174.35999999999999,157,1759,3,Champions / VIP,False
13572,206,1,1384.25,1384.2499999999998,32,534,1,At risk / Lapsed,False
13573,50,2,294.4,147.2,24,303,1,At risk / Lapsed,False
13575,23,5,732.0699999999999,146.41400000000002,41,449,2,Loyal / Core,False
13576,10,18,6717.34,373.18555555555554,78,2646,3,Champions / VIP,False
13577,25,4,1687.6000000000001,421.90000000000003,61,791,2,Loyal / Core,False
13579,15,2,467.04,233.52000000000004,19,176,0,Recent / Promising,False
13581,309,1,118.0,118.0,10,30,1,At risk / Lapsed,False
13583,156,1,781.03,781.03,53,725,1,At risk / Lapsed,False
13584,307,1,142.4,142.4,24,37,1,At risk / Lapsed,False
13587,64,1,712.4,712.4,8,180,1,At risk / Lapsed,False
13588,16,9,2478.95,275.43888888888887,131,2606,3,Champions / VIP,False
13589,15,2,379.65,189.82500000000002,21,114,0,Recent / Promising,False
13590,11,6,1981.92,330.3199999999999,70,1848,3,Champions / VIP,False
13591,65,3,1117.13,372.37666666666655,56,485,2,Loyal / Core,False
13592,36,4,247.95999999999998,61.989999999999995,15,84,0,Recent / Promising,False
13593,108,5,2037.0800000000002,407.41600000000005,77,731,2,Loyal / Core,False
13594,53,1,396.97,396.97,26,359,1,At risk / Lapsed,False
13596,6,2,697.04,348.52000000000004,133,406,0,Recent / Promising,False
13598,47,1,180.17000000000002,180.17000000000002,33,58,1,At risk / Lapsed,False
13599,1,21,5153.67,245.41285714285715,171,3294,3,Champions / VIP,True
13600,312,1,219.52,219.51999999999998,19,324,1,At risk / Lapsed,False
13601,45,2,693.32,346.66,90,548,0,Recent / Promising,False
13602,65,1,428.89,428.89,23,267,1,At risk / Lapsed,False
13603,26,1,164.34,164.34,27,164,0,Recent / Promising,False
13606,29,3,280.53999999999996,93.51333333333332,40,279,0,Recent / Promising,False
13607,40,1,678.01,678.0100000000001,93,290,0,Recent / Promising,False
13610,12,7,1131.88,161.69714285714286,165,516,2,Loyal / Core,False
13611,89,3,1171.8,390.5999999999999,67,766,2,Loyal / Core,False
13614,24,4,1610.46,402.615,171,570,2,Loyal / Core,False
13615,319,1,417.69,417.6900000000001,23,189,1,At risk / Lapsed,False
13617,40,3,544.18,181.39333333333335,31,300,2,Loyal / Core,False
13618,174,1,177.34,177.34,13,246,1,At risk / Lapsed,False
13621,117,1,213.85,213.85,19,343,1,At risk / Lapsed,False
13623,31,5,747.78,149.556,75,294,2,Loyal / Core,False
13626,253,1,257.23,257.22999999999996,19,209,1,At risk / Lapsed,False
13627,59,5,1638.47,327.694,84,1269,2,Loyal / Core,False
13629,23,11,7792.36,708.3963636363637,28,4372,3,Champions / VIP,False
13630,5,7,2031.78,290.25428571428574,51,1391,3,Champions / VIP,False
13631,100,11,3070.42,279.1290909090909,6,467,2,Loyal / Core,False
13632,25,5,2121.27,424.254,121,1037,2,Loyal / Core,False
13634,33,5,1575.16,315.032,156,704,2,Loyal / Core,False
13635,68,1,1071.03,1071.03,62,677,1,At risk / Lapsed,False
13636,37,5,949.12,189.824,57,592,2,Loyal / Core,False
13637,52,3,809.25,269.75,78,408,2,Loyal / Core,False
13638,16,1,122.64,122.64,8,93,0,Recent / Promising,False
13639,74,1,1033.34,1033.3400000000001,39,800,1,At risk / Lapsed,False
13642,216,1,354.8,354.8,57,173,1,At risk / Lapsed,False
13643,31,3,519.44,173.14666666666668,24,273,0,Recent / Promising,False
13644,16,4,2624.26,656.065,144,2067,2,Loyal / Core,False
13645,120,1,252.1,252.1,5,158,1,At risk / Lapsed,False
13647,10,4,1678.1200000000001,419.53000000000003,65,895,2,Loyal / Core,False
13649,257,2,346.6,173.3,23,139,1,At risk / Lapsed,False
13650,17,6,1836.34,306.0566666666667,79,922,2,Loyal / Core,False
13651,40,1,79.2,79.2,5,32,1,At risk / Lapsed,False
13652,46,3,1095.08,365.02666666666664,48,578,2,Loyal / Core,False
13654,43,6,2707.33,451.22166666666664,157,2182,2,Loyal / Core,False
13655,114,2,932.97,466.485,52,605,2,Loyal / Core,False
13656,165,2,379.65,189.82500000000002,49,490,1,At risk / Lapsed,False
13657,11,2,382.14,191.07,16,209,0,Recent / Promising,False
13658,10,5,2639.17,527.8340000000001,91,1019,3,Champions / VIP,False
13659,206,2,1573.2,786.5999999999999,92,894,2,Loyal / Core,False
13662,86,3,897.76,299.25333333333333,50,543,2,Loyal / Core,False
13663,179,1,189.47,189.46999999999997,13,91,1,At risk / Lapsed,False
13666,60,3,84.65,28.21666666666667,12,41,1,At risk / Lapsed,False
13667,149,1,305.02,305.0199999999999,82,154,1,At risk / Lapsed,False
13668,3,21,6363.59,303.02809523809526,284,3742,3,Champions / VIP,False
13669,51,2,218.55,109.275,9,237,1,At risk / Lapsed,False
13670,75,1,349.7,349.7,25,282,1,At risk / Lapsed,False
13672,301,2,186.39000000000001,93.195,4,57,1,At risk / Lapsed,False
13673,19,2,396.92,198.45999999999998,47,119,0,Recent / Promising,False
13675,151,2,486.82000000000005,243.41000000000003,25,330,1,At risk / Lapsed,False
13678,152,1,232.6,232.6,16,924,1,At risk / Lapsed,False
13680,1,4,3722.42,930.605,164,1936,3,Champions / VIP,False
13681,18,4,827.83,206.9575,37,360,2,Loyal / Core,False
13682,187,1,59.5,59.5,3,10,1,At risk / Lapsed,False
13684,286,1,67.23,67.23,29,39,1,At risk / Lapsed,False
13685,3,7,3119.44,445.63428571428574,29,5056,3,Champions / VIP,False
13686,183,1,72.0,72.0,8,70,1,At risk / Lapsed,False
13689,63,1,910.0,910.0,6,512,1,At risk / Lapsed,False
13690,59,1,172.25,172.25,9,67,1,At risk / Lapsed,False
13692,25,3,1488.32,496.1066666666666,48,1226,2,Loyal / Core,False
13694,4,50,65039.62,1300.7923999999998,366,63312,3,Champions / VIP,True
13695,31,15,2504.13,166.942,46,1603,3,Champions / VIP,False
13697,39,1,151.29999999999998,151.3,12,177,1,At risk / Lapsed,False
13699,155,1,308.58000000000004,308.58,14,66,1,At risk / Lapsed,False
13700,26,10,2265.12,226.512,139,2304,3,Champions / VIP,False
13703,318,1,99.5,99.5,1,10,1,At risk / Lapsed,False
13704,5,9,2308.06,256.4511111111112,111,1531,3,Champions / VIP,False
13705,8,3,711.86,237.28666666666666,25,363,0,Recent / Promising,False
13706,303,1,330.79,330.79,20,189,1,At risk / Lapsed,False
13707,267,2,806.41,403.205,48,351,1,At risk / Lapsed,False
13708,271,1,294.88,294.88,48,305,1,At risk / Lapsed,False
13709,4,13,6328.05,486.7730769230769,244,3516,3,Champions / VIP,False
13710,32,1,180.48,180.48,8,176,0,Recent / Promising,False
13711,219,2,252.06,126.03000000000002,11,140,1,At risk / Lapsed,False
13712,247,1,228.84,228.83999999999997,10,352,1,At risk / Lapsed,False
13715,281,5,1079.34,215.86800000000002,89,563,2,Loyal / Core,False
13716,269,1,138.28,138.28,21,138,1,At risk / Lapsed,False
13717,32,6,1445.01,240.83500000000004,92,1959,2,Loyal / Core,False
13718,246,2,306.55,153.275,9,173,1,At risk / Lapsed,False
13719,15,5,1041.68,208.336,56,609,2,Loyal / Core,False
13720,117,4,799.9,199.975,42,501,2,Loyal / Core,False
13721,36,1,524.14,524.1400000000001,28,316,0,Recent / Promising,False
13722,132,3,2375.41,791.8033333333333,75,1401,2,Loyal / Core,False
13723,217,1,199.85000000000002,199.85000000000002,6,43,1,At risk / Lapsed,False
13725,50,8,1980.56,247.57,95,806,2,Loyal / Core,False
13726,39,2,1079.6599999999999,539.8299999999999,39,1054,2,Loyal / Core,False
13727,29,2,333.48,166.74,19,162,0,Recent / Promising,False
13728,37,6,1016.14,169.35666666666668,38,458,2,Loyal / Core,False
13730,136,2,752.6,376.3,38,488,1,At risk / Lapsed,False
13731,219,2,610.59,305.295,36,278,1,At risk / Lapsed,False
13732,28,1,491.86,491.86000000000007,33,498,0,Recent / Promising,False
13735,25,4,2885.2400000000002,721.3099999999998,158,1130,2,Loyal / Core,False
13736,5,2,731.9,365.94999999999993,166,497,0,Recent / Promising,False
13737,200,1,339.59999999999997,339.6,29,125,1,At risk / Lapsed,False
13739,18,1,216.9,216.9,3,54,0,Recent / Promising,False
13740,241,1,350.75,350.75,23,425,1,At risk / Lapsed,False
13741,72,3,668.4300000000001,222.81000000000003,34,218,2,Loyal / Core,False
13742,17,12,3131.02,260.9183333333333,200,1124,3,Champions / VIP,False
13743,3,7,1341.6,191.65714285714284,8,1776,3,Champions / VIP,False
13744,95,2,1156.36,578.18,54,1249,2,Loyal / Core,False
13745,162,1,300.04,300.03999999999996,25,496,1,At risk / Lapsed,False
13747,374,1,79.6,79.6,1,8,1,At risk / Lapsed,False
13748,96,5,948.25,189.64999999999998,24,439,2,Loyal / Core,False
13750,54,5,1647.26,329.452,20,516,2,Loyal / Core,False
13751,288,1,296.25,296.25,9,152,1,At risk / Lapsed,False
13752,124,6,1186.28,197.71333333333334,64,876,2,Loyal / Core,False
13753,288,1,741.26,741.26,35,512,1,At risk / Lapsed,False
13754,152,2,282.59999999999997,141.3,11,214,1,At risk / Lapsed,False
13755,4,9,2161.35,240.14999999999998,232,1264,3,Champions / VIP,False
13756,2,14,5189.52,370.68,66,3188,3,Champions / VIP,False
13758,12,7,3190.55,455.79285714285714,104,1844,3,Champions / VIP,False
13759,33,2,659.4100000000001,329.705,24,287,0,Recent / Promising,False
13760,54,2,286.79,143.39499999999998,50,197,1,At risk / Lapsed,False
13761,50,2,1070.65,535.325,68,642,2,Loyal / Core,False
13762,219,1,306.72,306.72,7,272,1,At risk / Lapsed,False
13763,63,1,1714.96,1714.9599999999998,15,728,2,Loyal / Core,False
13764,71,3,1518.76,506.2533333333334,182,929,2,Loyal / Core,False
13767,2,37,17220.36,465.41513513513513,55,7322,3,Champions / VIP,True
13769,2,10,2796.51,279.651,73,1163,3,Champions / VIP,False
13771,64,4,2634.45,658.6125,114,1477,2,Loyal / Core,False
13772,34,3,1132.13,377.3766666666667,141,546,2,Loyal / Core,False
13774,82,1,345.0,345.0,22,192,1,At risk / Lapsed,False
13777,1,33,25977.16,787.1866666666667,36,12897,3,Champions / VIP,True
13778,103,1,178.7,178.7,9,70,1,At risk / Lapsed,False
13780,7,2,360.01,180.00500000000002,56,318,0,Recent / Promising,False
13781,251,1,127.84,127.84,17,30,1,At risk / Lapsed,False
13782,13,6,912.0,152.0,96,371,2,Loyal / Core,False
13784,10,11,2462.79,223.88999999999996,9,2493,3,Champions / VIP,False
13786,367,1,230.39999999999998,230.4,7,136,1,At risk / Lapsed,False
13787,76,2,309.04,154.52,24,337,1,At risk / Lapsed,False
13790,4,1,348.8,348.79999999999995,45,748,0,Recent / Promising,False
13791,128,2,1516.0,758.0,7,1200,2,Loyal / Core,False
13792,66,2,195.55,97.77499999999998,13,92,1,At risk / Lapsed,False
13798,1,57,37153.85,651.8219298245614,113,23948,3,Champions / VIP,True
13799,117,2,688.86,344.43000000000006,32,402,1,At risk / Lapsed,False
13800,310,1,558.32,558.32,33,331,1,At risk / Lapsed,False
13801,67,1,324.8,324.79999999999995,23,168,1,At risk / Lapsed,False
13802,139,3,4599.42,1533.14,55,2572,2,Loyal / Core,False
13803,255,1,277.07,277.07000000000005,17,121,1,At risk / Lapsed,False
13804,31,7,2635.79,376.5414285714286,124,1498,2,Loyal / Core,False
13805,52,2,924.6,462.29999999999995,10,1900,2,Loyal / Core,False
13806,64,1,256.38,256.38,10,56,1,At risk / Lapsed,False
13807,367,1,112.6,112.6,7,36,1,At risk / Lapsed,False
13808,6,5,1747.66,349.53200000000004,70,782,3,Champions / VIP,False
13809,305,1,155.05,155.05,11,29,1,At risk / Lapsed,False
13810,29,2,827.51,413.755,30,307,0,Recent / Promising,False
13811,184,2,519.75,259.875,5,63,1,At risk / Lapsed,False
13812,42,3,485.0,161.66666666666666,32,330,0,Recent / Promising,False
13813,40,4,1168.8600000000001,292.21500000000003,53,541,2,Loyal / Core,False
13814,92,2,1579.12,789.5600000000001,37,864,2,Loyal / Core,False
13815,22,4,3667.36,916.84,131,2540,2,Loyal / Core,False
13816,24,2,499.67,249.835,24,265,0,Recent / Promising,False
13817,29,2,328.98,164.48999999999998,19,208,0,Recent / Promising,False
13819,302,3,1140.35,380.1166666666666,26,1109,2,Loyal / Core,False
13821,145,2,385.64,192.82,51,153,1,At risk / Lapsed,False
13822,6,2,632.0,316.0,90,611,0,Recent / Promising,False
13823,19,2,957.66,478.83,39,439,0,Recent / Promising,False
13824,33,5,1698.94,339.788,34,768,2,Loyal / Core,False
13826,176,1,189.5,189.5,10,82,1,At risk / Lapsed,False
13827,58,3,412.05,137.35,83,141,2,Loyal / Core,False
13828,22,1,209.49,209.49000000000004,15,311,0,Recent / Promising,False
13831,16,6,2202.99,367.16499999999996,58,745,2,Loyal / Core,False
